no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,bookImageURL,bookDtlUrl
25,25,(The Senses) Sight,Mike Gordon,,2009,9780750252782,,,408,"자연과학 > 자연과학 > 전집, 총서",, https://data4library.kr/bookV?seq=2699681
34,34,(영웅)초한지,문정후 만화,대한교과서,2003,9788937813399,77820,,823,문학 > 중국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/675/00167516.jpg?type=m1&udate=20130629, https://data4library.kr/bookV?seq=2374277
40,40,다시 만날 거야,글: 안선모 ;그림: 김지영,한국비젼북,2007,9788992226004,74880,,100,철학 > 철학 > 철학,, https://data4library.kr/bookV?seq=1177406
47,46,신과 함께 :신화편,지은이: 주호민,애니북스,2012,9788959194988,07810,,657.3,"예술 > 회화, 도화 > 만화, 삽화",http://image.aladin.co.kr/product/2077/64/cover/8959194980_1.jpg, https://data4library.kr/bookV?seq=2645771
48,48,(만화)태백산맥,조정래 원작;박산하 만화,더북컴퍼니,,9788991317185,77810,,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/021/163/02116387.jpg?type=m1&udate=20100414, https://data4library.kr/bookV?seq=2384194
51,51,삐악삐악 울어요 :동물의 소리를 나타내는 의성어,애플비 [편] ;일러스트: 안상선,애플비,2009,9788926201671,74370,,375.1,사회과학 > 교육학 > 유아 및 초등교육,https://bookthumb-phinf.pstatic.net/cover/070/913/07091340.jpg?type=m1&udate=20150718, https://data4library.kr/bookV?seq=1051518
54,54,(만화로 보는)오싱,하시다 스가코 원작;이신 그림,청조사,,9788973221820,74830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/626/00162628.jpg?type=m1&udate=20150718, https://data4library.kr/bookV?seq=2391406
65,65,김 배불뚝이의 모험,글: 송언 ;그림: 유승하,웅진씽크빅,2012,9788901143743,74810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/068/878/06887822.jpg?type=m1&udate=20150718, https://data4library.kr/bookV?seq=2372771
68,68,그램그램 영문법 원정대,"지은이: 장영준,김덕영",사회평론,,9788956026220,77740,,745,언어 > 영어 > 문법,https://bookthumb-phinf.pstatic.net/cover/020/928/02092829.jpg?type=m1&udate=20150428, https://data4library.kr/bookV?seq=2371252
69,68,정글에서 살아남기,글: 코믹컴 ;그림: 네모,루덴스미디어,,9788994110011,77400,,470,자연과학 > 생물과학 > 생물과학,https://bookthumb-phinf.pstatic.net/cover/061/103/06110389.jpg?type=m1&udate=20100414, https://data4library.kr/bookV?seq=2420416
71,71,"Five Little Fiends (Paperback, New ed)",사라 다이어,Bloomsbury,2002,9780747559498,90200,,,,https://bookthumb-phinf.pstatic.net/cover/064/718/06471886.jpg?type=m1&udate=20140523, https://data4library.kr/bookV?seq=2380135
76,75,공룡세계에서 살아남기,글: 코믹컴 ;그림: 네모,루덴스미디어,2014,9788994110653,77400,,457,자연과학 > 지학 > 고생물학(화석학),https://bookthumb-phinf.pstatic.net/cover/075/185/07518561.jpg?type=m1&udate=20140404, https://data4library.kr/bookV?seq=2839780
80,79,Stop! :스톱! 주문을 외치면 시작되는 동물들의 과학 토크쇼,김산하 글 ;김한민 그림,비룡소,2006,9788949151847,77490,,490,자연과학 > 동물학 > 동물학,https://bookthumb-phinf.pstatic.net/cover/026/128/02612870.jpg?type=m1&udate=20100414, https://data4library.kr/bookV?seq=2383487
83,83,"잠수네 초등 3, 4학년 공부법 :영어/수학/국어/사회/과학",이신애 지음,RHK(알에이치코리아),2016,9788925558455,04370,,375.34,사회과학 > 교육학 > 유아 및 초등교육,http://image.aladin.co.kr/product/7537/38/cover/8925558459_3.jpg, https://data4library.kr/bookV?seq=3114318
85,83,초등학생을 위한 나의 라임 오렌지나무 (초등용),J. M. 데 바스콘셀로스,동녘주니어,2010,9788972976189,77890,,879,문학 > 스페인문학 > 포르투갈문학,https://bookthumb-phinf.pstatic.net/cover/062/670/06267075.jpg?type=m1&udate=20110824, https://data4library.kr/bookV?seq=2372112
91,91,과학도둑,글: 송도수 ;그림: 양선모,서울문화사,,9788926391761,77400,,400,자연과학 > 자연과학 > 자연과학,http://image.aladin.co.kr/product/1456/92/cover/8926391760_1.jpg, https://data4library.kr/bookV?seq=2429403
103,103,"Inside Mouse, Outside Mouse (Paperback)",Lindsay Barrett George,HarpercollinsChildrensBooks,2006,9780060004682,,,,,https://bookthumb-phinf.pstatic.net/cover/016/305/01630569.jpg?type=m1&udate=20141006, https://data4library.kr/bookV?seq=2379244
109,108,Sunshine Readers Level 1 : Spider Spider (Paperback + CD 1장),조이 카울리 (지은이),Compass Publishing,2009,9788984465916,48740,,,,http://image.aladin.co.kr/product/401/28/cover/8984465917_1.jpg, https://data4library.kr/bookV?seq=2473655
110,110,"Colour Me Happy! (Paperback, Reprint) - My Little Library Pre-Step 20","Shen Roddie (지은이), Ben Cort (그림)",Macmillan Children's Books,2007,9781405009096,,,,,http://image.aladin.co.kr/product/1350/54/cover/1405009098_1.jpg, https://data4library.kr/bookV?seq=2430165
115,115,Five Little Monkeys Sitting in a Tree (Paperback),Christelow|Eileen,HoughtonMifflin,2007,9780395664131,90000,,,,https://bookthumb-phinf.pstatic.net/cover/026/594/02659447.jpg?type=m1&udate=20110710, https://data4library.kr/bookV?seq=2403748
125,125,과학공화국 물리법정,정완상 지음,자음과모음,2004,9788954401371,03420,,420,자연과학 > 물리학 > 물리학,http://image.aladin.co.kr/product/9862/11/cover/k442535450_1.jpg, https://data4library.kr/bookV?seq=366069
129,129,(The)little house books,by Laura Ingalls Wilder;illustrated by Garth Williams,HarperTrophy,2004,9780060581800,,,,,https://bookthumb-phinf.pstatic.net/cover/002/982/00298249.jpg?type=m1&udate=20141022, https://data4library.kr/bookV?seq=2505156
136,134,Sunshine Readers Level 1 : Cat and Bird (Paperback + CD 1장),Jill Eggleton (지은이),Compass Publishing,2009,9788984465992,48740,,,,http://image.aladin.co.kr/product/401/27/cover/8984465992_1.jpg, https://data4library.kr/bookV?seq=2473640
140,140,I am Reading with CD: Alligator Tails and Crocodile Cakes (Paperback),Nicola Moon,MacmillanChildren'sBooks,2012,9781447222149,,,,,https://bookthumb-phinf.pstatic.net/cover/069/295/06929544.jpg?type=m1&udate=20140627, https://data4library.kr/bookV?seq=2378802
142,140,"꿀꺽, 수박씨야 어디로 가니?",글: 안선모 ;그림: 임지용,한국헤르만헤세,[200,9788954830072,,,408,"자연과학 > 자연과학 > 전집, 총서",http://image.aladin.co.kr/product/2896/58/cover/scm3298272544269.jpg, https://data4library.kr/bookV?seq=2645843
144,140,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,9788960865723,17810,,810,문학 > 한국문학 > 한국문학,https://bookthumb-phinf.pstatic.net/cover/070/519/07051946.jpg?type=m1&udate=20121107, https://data4library.kr/bookV?seq=2373838
145,140,검정고무신,도래미 글;이우영 그림,파랑새어린이,,9788970570228,77810,,657,"예술 > 회화, 도화 > 만화, 삽화",https://bookthumb-phinf.pstatic.net/cover/024/202/02420283.jpg?type=m1&udate=20100430, https://data4library.kr/bookV?seq=2372878
147,140,히말라야에서 살아남기,"글: 코믹컴,그림: 정준규",루덴스미디어,,9788994110493,77400,,400,자연과학 > 자연과학 > 자연과학,http://image.aladin.co.kr/product/1420/79/cover/8994110496_1.jpg, https://data4library.kr/bookV?seq=2427512
150,148,검정고무신,도래미 글;이우영 그림,파랑새어린이,,9788970578422,77810,,657,"예술 > 회화, 도화 > 만화, 삽화",https://bookthumb-phinf.pstatic.net/cover/025/334/02533477.jpg?type=m1&udate=20100430, https://data4library.kr/bookV?seq=2372879
151,148,정글에서 살아남기,글: 코믹컴 ;그림: 네모,루덴스미디어,,9788994110080,77400,,470,자연과학 > 생물과학 > 생물과학,http://image.aladin.co.kr/product/1513/58/cover/8994110089_1.jpg, https://data4library.kr/bookV?seq=2425803
156,156,Oxford Reading Tree: Level 1+: More First Sentences A: Look After Me (Paperback),Roderick Hunt,OxfordUniversityPress,2011,9780198480754,,110,,,https://bookthumb-phinf.pstatic.net/cover/078/502/07850272.jpg?type=m1&udate=20141106, https://data4library.kr/bookV?seq=2378992
158,156,우리 선생님이 최고야!,케빈 헹크스 글.그림;이경혜 옮김,비룡소,1999,9788949140049,77840,68,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/745/00174564.jpg?type=m1&udate=20091126, https://data4library.kr/bookV?seq=1512414
160,160,소년 셜록 홈즈,앤드루 레인 글 ;김경희 옮김,랜덤하우스코리아,2011,9788925545509,74840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/1437/18/cover/8925545500_1.jpg, https://data4library.kr/bookV?seq=2430093
161,160,역사도둑,글: 송도수 ;그림: 양선모,서울문화사,,9788926395288,67900,,911,역사 > 아시아(아세아) > 한국,https://bookthumb-phinf.pstatic.net/cover/071/888/07188877.jpg?type=m1&udate=20170207, https://data4library.kr/bookV?seq=2376538
162,160,(퀴즈!) 과학상식 :벌레잡이 식물,도기성 지음,글송이,2009,9788955724028,77400,,480,자연과학 > 식물학 > 식물학,http://image.aladin.co.kr/product/425/99/cover/8955724020_1.jpg, https://data4library.kr/bookV?seq=982412
166,163,엉뚱한 꽃님이,오로라북스 편집부 [편],,2011,9788993978816,74400,,556,기술과학 > 기계공학 > 자동차공학,, https://data4library.kr/bookV?seq=3227662
173,172,(만화로 보는)중국 신화,"최창륵,김택규 역",가나출판사,2004,9788957363638,77820,,219,"종교 > 비교종교학 > 신화, 신화학",http://image.aladin.co.kr/product/67/94/cover/8957363637_2.jpg, https://data4library.kr/bookV?seq=2408055
174,172,Sunshine Readers Level 2 : Jack and the Giant (Paperback + CD 1장),조이 카울리 (지은이),Compass Publishing,2009,9788984466104,68740,,,,http://image.aladin.co.kr/product/401/30/cover/8984466107_1.jpg, https://data4library.kr/bookV?seq=2473671
175,175,Lvy And Bean,by Annie Barrows,Scholastic,2006,9780545002066,,,843,문학 > 영미문학 > 소설,, https://data4library.kr/bookV?seq=2553868
178,175,I am Reading with CD: Mrs Hippo's Pizza Parlour (Paperback),Vivian French,MacmillanChildren'sBooks,2012,9781447222118,,,,,https://bookthumb-phinf.pstatic.net/cover/069/304/06930441.jpg?type=m1&udate=20140912, https://data4library.kr/bookV?seq=2712430
181,175,정글만리 :조정래 장편소설,저자: 조정래,해냄출판사,2013,9788965744016,,,813.62,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/3175/73/cover/scm3441772647305.jpg, https://data4library.kr/bookV?seq=1960183
186,185,Jasper's Beanstalk (Paperback),Nick Butterworth and Mick Inkpen (지은이),Hodder Children's Books,2008,9780340945117,00599,,,,http://image.aladin.co.kr/product/1272/48/cover/0340945117_1.jpg, https://data4library.kr/bookV?seq=2419463
187,185,Can you keep a secret?,Pamela Allen,PuffinBooks,2001,9780670844050,,,,,https://bookthumb-phinf.pstatic.net/cover/062/451/06245194.jpg?type=m1&udate=20100306, https://data4library.kr/bookV?seq=2380215
190,185,(역사 속) 세기의 로맨스 =(The) romance of century,글: 박시연 ;루루지,북스(Vooxs),,9788965190516,74800,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/2275/62/cover/8965190517_2.jpg, https://data4library.kr/bookV?seq=2428089
191,185,Sunshine Readers Level 2 : Elephant Walk (Paperback + CD 1장),조이 카울리 (지은이),Compass Publishing,2009,9788984466005,68740,,,,http://image.aladin.co.kr/product/401/30/cover/898446600x_1.jpg, https://data4library.kr/bookV?seq=2473670
192,185,말에서 내리지 않는 무사,글·그림: 허영만 ;글: 이호준,학산문화사,2012,9788997172351,07910,,810,문학 > 한국문학 > 한국문학,http://image.aladin.co.kr/product/2082/31/cover/8997172352_1.jpg, https://data4library.kr/bookV?seq=2439981
193,193,(Nature's Miracles) Once there was a Caterpillar,Mike Gordon,,2009,9780750263955,,,408,"자연과학 > 자연과학 > 전집, 총서",, https://data4library.kr/bookV?seq=2699723
200,196,Sunshine Readers Level 2 : The Seed (Paperback + CD 1장),조이 카울리 (지은이),Compass Publishing,2009,9788984465886,68740,,,,http://image.aladin.co.kr/product/401/31/cover/8984465887_1.jpg, https://data4library.kr/bookV?seq=2473687
51,51,(코믹) 메이플스토리 =오프라인 RPG.Maple story,글: 송도수 ;서정은,서울문화사,,9788953294387,77810,1,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/692/00169260.jpg?type=m1&udate=20140220, https://data4library.kr/bookV?seq=2389137
53,53,"코믹 메이플 스토리 수학도둑 4 - 국내 최초 수학논술만화, 개정판",송도수,서울문화사,2012,9788926393888,67410,4,410,자연과학 > 수학 > 수학,https://bookthumb-phinf.pstatic.net/cover/071/879/07187966.jpg?type=m1&udate=20150715, https://data4library.kr/bookV?seq=2376582
67,65,정글에서 살아남기,글: 코믹컴 ;그림: 네모,루덴스미디어,,9788994110028,77400,2,470,자연과학 > 생물과학 > 생물과학,https://bookthumb-phinf.pstatic.net/cover/061/854/06185464.jpg?type=m1&udate=20100414, https://data4library.kr/bookV?seq=2425707
95,92,(코믹) 메이플스토리 =오프라인 RPG.Maple story,글: 송도수 ;서정은,서울문화사,,9788953297401,77810,8,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/015/322/01532211.jpg?type=m1&udate=20100414, https://data4library.kr/bookV?seq=2384812
134,134,"엄마, 엄마!",글: 이지현,웅진씽크빅,,9788901039404,74370,,375.1,사회과학 > 교육학 > 유아 및 초등교육,, https://data4library.kr/bookV?seq=2741745
142,134,(코믹) 메이플스토리 =오프라인 RPG.Maple story,글: 송도수 ;서정은,서울문화사,,9788953297425,77810,10,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/015/808/01580892.jpg?type=m1&udate=20130704, https://data4library.kr/bookV?seq=2384785
158,158,신비아파트 고스트볼X의 탄생,서울문화사 [편],서울문화사,,9788926333983,77650,2,810,문학 > 한국문학 > 한국문학,https://bookthumb-phinf.pstatic.net/cover/133/650/13365061.jpg?type=m1&udate=20180225, https://data4library.kr/bookV?seq=3712083
166,164,정글에서 살아남기,글: 코믹컴 ;그림: 네모,루덴스미디어,,9788994110042,77400,4,470,자연과학 > 생물과학 > 생물과학,http://image.aladin.co.kr/product/749/83/cover/8994110046_1.jpg, https://data4library.kr/bookV?seq=2425799
194,187,세상에서 가장 용감한 소녀,매튜 코델 지음,비룡소,2018,9788949113692,74800,1,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/137/087/13708742.jpg?type=m1&udate=20180706, https://data4library.kr/bookV?seq=2868157
197,187,네가 태어난 날엔 곰도 춤을 추었지,낸시 틸먼 글·그림 ;이상희 옮김,내인생의책,2009,9788991813304,73840,3,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/060/757/06075781.jpg?type=m1&udate=20180111, https://data4library.kr/bookV?seq=990966
198,187,바다와 하늘이 만나다,"테리 펜,이순영 옮김",북극곰,2018,9791186797785,74800,2,843,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/15626/36/cover/k972533939_1.jpg, https://data4library.kr/bookV?seq=3834383
199,187,해녀리나 :해녀 할머니의 하루,지은이: Nika Tchaikovskaya ;번역: 김성민,Tchaikovsky·Family·Books,2022,9791196640217,77810,4,892.8,문학 > 기타 제문학 > 인도-유럽계문학,https://image.aladin.co.kr/product/19806/24/cover/k122635132_1.jpg, https://data4library.kr/bookV?seq=5448166
200,200,신비아파트 고스트볼X의 탄생,서울문화사 [편],서울문화사,,9788926381069,77650,3,810,문학 > 한국문학 > 한국문학,https://bookthumb-phinf.pstatic.net/cover/135/502/13550262.jpg?type=m1&udate=20180423, https://data4library.kr/bookV?seq=3744447
1,1,할아버지 바나나와 할머니 바나나,노시 사야카 글·그림,스마일북스,,9791156735274,,,,,, https://data4library.kr/bookV?seq=6346732
3,3,(어디에나 있는) 진드기,"글: 알랭 M. 베르즈롱,옮김: 정순",웅진씽크빅,2019,9788901231143,,,490,자연과학 > 동물학 > 동물학,, https://data4library.kr/bookV?seq=5633449
4,4,우린 서로 달라:친구 이해하기,한세경 글;임진아 그림,,,9791157862115,,,375.2,사회과학 > 교육학 > 유아 및 초등교육,, https://data4library.kr/bookV?seq=6050467
5,5,[삼성출판사] 내셔널 지오그래픽 키즈 30권,삼성출판사 편집부 (지은이),삼성출판사(전집),2014,9788915092983,,,,,http://image.aladin.co.kr/product/9878/41/cover/scm81104794034.jpg, https://data4library.kr/bookV?seq=3072302
16,16,장발장,원작: 빅토르 위고 ;작품 해설: 김준우,삼성출판사,2016,9788915104259,74800,,863,문학 > 프랑스문학 > 소설,https://image.aladin.co.kr/product/19876/64/cover200/8915104250_2.jpg, https://data4library.kr/bookV?seq=3657927
30,30,마인드 스쿨 =Mind school,김정미,고릴라박스,2013,9788965482581,74190,18,190,"철학 > 윤리학, 도덕철학 > 윤리학, 도덕철학",https://bookthumb-phinf.pstatic.net/cover/205/063/20506380.jpg?type=m1&udate=20210510, https://data4library.kr/bookV?seq=5979301
56,52,마인드 스쿨 =Mind school,"조재호, 은하수 (지은이), 권윤정 (도움글)",고릴라박스,2013,9788965482567,74190,16,190,"철학 > 윤리학, 도덕철학 > 윤리학, 도덕철학",https://image.aladin.co.kr/product/24772/83/cover/8965482569_1.jpg, https://data4library.kr/bookV?seq=5730763
58,58,Why? sports 농구,글: 민초 ;그림: 이유철,예림당,2024,9788930237000,,,695,"예술 > 오락, 운동 > 구기",, https://data4library.kr/bookV?seq=5372716
66,66,Why? 과학 법칙,글: 김성훈 ;만화: 김강호,예림당,2018,9788930202817,74400,,400,자연과학 > 자연과학 > 자연과학,, https://data4library.kr/bookV?seq=2625597
73,66,브레드이발소 =Bread barbershop,원작·그림: 몬스터스튜디오,한솔수북,2020,9791170287339,77810,3,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/26666/43/cover/k482730677_1.jpg, https://data4library.kr/bookV?seq=5941865
79,79,"마법의 시간여행 1 - 높이 날아라, 프테라노돈!","메리 폽 어즈번 (지은이), 살 머도카 (그림), 노은정 (옮긴이)",비룡소,2019,9788949186214,,1,,,https://image.aladin.co.kr/product/21437/44/cover/8949186217_1.jpg, https://data4library.kr/bookV?seq=5518989
83,81,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9791165383114,74910,20,911,역사 > 아시아(아세아) > 한국,https://image.aladin.co.kr/product/28952/11/cover/k692836418_1.jpg, https://data4library.kr/bookV?seq=6409042
88,88,내 멋대로 행운 뽑기,최은옥 글 ;김무연 그림,김영사,2021,9788934984917,73810,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27859/64/cover/8934984910_1.jpg, https://data4library.kr/bookV?seq=6087792
93,88,존중 씨는 따뜻해!,김성은 글 ;서영 그림,책읽는곰,2017,9791158360436,74300,,108,"철학 > 철학 > 총서, 전집, 선집",, https://data4library.kr/bookV?seq=3471339
98,98,(연지곤지) 화장의 역사가 궁금해!,글터 반딧불 지음 ;조경봉 그림,이론과실천,2022,9788931381320,73900,,593,"기술과학 > 가정학 및 가정생활 > 몸치장(몸단장), 화장",https://image.aladin.co.kr/product/30343/75/cover/8931381328_1.jpg, https://data4library.kr/bookV?seq=6577009
100,98,(박시백의) 조선왕조실록 =The annals of the Joseon dynasty,글 그림: 박시백,Humanist(휴머니스트 출판그룹),2015,9788958628071,07910,7,911.05,역사 > 아시아(아세아) > 한국,http://image.aladin.co.kr/product/6187/16/cover/8958628073_2.jpg, https://data4library.kr/bookV?seq=2649609
103,98,(퀴즈!) 과학상식 :유튜브 크리에이터,도기성 지음,글송이,2020,9791170185833,74410,,400,자연과학 > 자연과학 > 자연과학,https://image.aladin.co.kr/product/25018/64/cover/k652632823_1.jpg, https://data4library.kr/bookV?seq=5748375
104,98,나는 축구를 만화로 배웠어요,엮음: 세이토샤 편집부 ;옮김: 문기업,라이카미,2020,9791190808033,74690,,695,"예술 > 오락, 운동 > 구기",https://image.aladin.co.kr/product/24658/6/cover/k082631491_1.jpg, https://data4library.kr/bookV?seq=5728593
109,105,엽기 과학자 프래니,글·그림: 짐 벤튼 ;노은정,이퍼블릭,2019,9791160575262,74840,1,843,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/19613/96/cover/k072635523_1.jpg, https://data4library.kr/bookV?seq=5439727
110,105,설민석의 한국사 대모험 18 - 후삼국 편 : 온달의 기묘한 시간 여행,"설민석, 스토리박스 (지은이), 정현희 (그림), 강석화 (감수)",아이휴먼,2021,9791165382988,,18,,,https://image.aladin.co.kr/product/28101/56/cover/k842734445_1.jpg, https://data4library.kr/bookV?seq=6316035
115,112,(박시백의) 조선왕조실록 =The annals of the Joseon dynasty,글 그림: 박시백,Humanist(휴머니스트 출판그룹),2015,9788958628019,07910,1,911.05,역사 > 아시아(아세아) > 한국,http://image.aladin.co.kr/product/6186/4/cover/8958628014_2.jpg, https://data4library.kr/bookV?seq=2649603
117,112,엽기 과학자 프래니,글·그림: 짐 벤튼 ;노은정,이퍼블릭,2019,9791160575279,74840,2,843,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/19614/26/cover/k042635523_1.jpg, https://data4library.kr/bookV?seq=5439728
124,112,(개념연결) 만화 수학교과서 :77개 핵심 질문과 개념 3학년 수학 완전 정복!,전국수학교사모임 초등수학사전팀 원작 ;김석 그림,비아에듀,2018,9791189426200,74410,3,410,자연과학 > 수학 > 수학,https://image.aladin.co.kr/product/17597/80/cover/k382534817_1.jpg, https://data4library.kr/bookV?seq=5322306
125,112,브레드이발소 =Bread barbershop,원작·그림: 몬스터스튜디오,한솔수북,2020,9791192686073,77810,8,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/30494/11/cover/k472830487_1.jpg, https://data4library.kr/bookV?seq=6595059
130,127,(박시백의) 조선왕조실록 =The annals of the Joseon dynasty,글 그림: 박시백,Humanist(휴머니스트 출판그룹),2015,9788958628101,07910,10,911.05,역사 > 아시아(아세아) > 한국,http://image.aladin.co.kr/product/6186/86/cover/8958628103_2.jpg, https://data4library.kr/bookV?seq=2649612
136,127,브레드이발소 =Bread barbershop,원작·그림: 몬스터스튜디오,한솔수북,2020,9791170287872,77810,4,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27356/33/cover/k762732522_1.jpg, https://data4library.kr/bookV?seq=6034064
137,127,브레드이발소 7 : 베이커리타운 테일즈,(주)몬스터스튜디오 (지은이),한솔수북,2022,9791170289647,,7,,,https://image.aladin.co.kr/product/29788/83/cover/k262838607_1.jpg, https://data4library.kr/bookV?seq=6513924
138,127,(퀴즈!) 과학상식 :벌레,권찬호 지음,글송이,2015,9791186472866,74400,,495,"자연과학 > 동물학 > 절족동물, 곤충류",, https://data4library.kr/bookV?seq=2887007
139,139,Why? 캐나다,글쓴이: 윤상석 ;그린이: 윤현우,예림당,2015,9788930200790,74900,,909,"역사 > 역사 > 세계사, 세계문화사",https://bookthumb-phinf.pstatic.net/cover/090/114/09011499.jpg?type=m1&udate=20150718, https://data4library.kr/bookV?seq=2869303
145,139,브레드이발소 =Bread barbershop,원작·그림: 몬스터스튜디오,한솔수북,2020,9791170289128,77810,5,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/28218/78/cover/k622835371_1.jpg, https://data4library.kr/bookV?seq=6329478
146,139,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,9791191496208,74910,21,911,역사 > 아시아(아세아) > 한국,https://image.aladin.co.kr/product/29546/35/cover/k192837057_1.jpg, https://data4library.kr/bookV?seq=6470952
147,147,인체 대탐험 :머리끝부터 발끝까지,글: 김원섭 ;그림: 김윤재,그레이트 Books(그레이트북스),2019,9788927195610,74400,,408,"자연과학 > 자연과학 > 전집, 총서",https://image.aladin.co.kr/product/21428/7/cover/8927195612_1.jpg, https://data4library.kr/bookV?seq=5515961
149,147,해리포터 :마법사의 돌,J.K. 롤링 지음 ;강동혁 옮김,문학수첩,2019,9788983927620,04840,11,843.5,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/21573/93/cover/8983927623_2.jpg, https://data4library.kr/bookV?seq=5529761
150,147,(읽다 보면 저절로 알게 되는) 신비한 자율·책임 사전,글·그림: 양작가,책먹는아이,2022,9791158682453,73300,,199,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈",https://image.aladin.co.kr/product/29959/81/cover/k422838146_1.jpg, https://data4library.kr/bookV?seq=6542150
152,147,브레드이발소 =Bread barbershop,원작·그림: 몬스터스튜디오,한솔수북,2020,9791170287148,77810,2,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/25836/81/cover/k182736538_1.jpg, https://data4library.kr/bookV?seq=5835313
160,159,내 멋대로 선생님 뽑기,최은옥 글 ;김무연 그림,김영사,2022,9788934974369,73810,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/29463/46/cover/8934974362_1.jpg, https://data4library.kr/bookV?seq=6461322
164,159,(박시백의) 조선왕조실록 =The annals of the Joseon dynasty,글 그림: 박시백,Humanist(휴머니스트 출판그룹),2015,9788958628064,07910,6,911.05,역사 > 아시아(아세아) > 한국,http://image.aladin.co.kr/product/6187/16/cover/8958628065_2.jpg, https://data4library.kr/bookV?seq=2649608
166,159,해리포터 :비밀의 방,J.K. 롤링 지음 ;강동혁 옮김,문학수첩,2019,9788983927644,04840,21,843.5,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/21574/17/cover/898392764x_2.jpg, https://data4library.kr/bookV?seq=5529763
167,159,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,9791130696577,74810,3,813.7,문학 > 한국문학 > 소설,https://shopping-phinf.pstatic.net/main_3717418/37174189624.20230114071126.jpg, https://data4library.kr/bookV?seq=6625409
168,159,(읽다 보면 저절로 알게 되는) 신비한 동의·거절 사전,글·그림: 양작가,파란정원,2022,9791158682286,73300,,189,철학 > 심리학 > 응용심리학 일반,https://image.aladin.co.kr/product/28928/6/cover/k352836211_1.jpg, https://data4library.kr/bookV?seq=6406489
169,159,엽기 과학자 프래니,글·그림: 짐 벤튼 ;노은정,이퍼블릭,2019,9791160575293,74840,4,843,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/19615/7/cover/k482635523_1.jpg, https://data4library.kr/bookV?seq=5439725
171,159,제주에서 보물찾기,글: 팝콘스토리 ;그림: 강경효,미래엔,2019,9791164131549,77900,2,909,"역사 > 역사 > 세계사, 세계문화사",https://image.aladin.co.kr/product/19251/52/cover/k132635208_1.jpg, https://data4library.kr/bookV?seq=5412176
172,159,(퀴즈!) 과학상식 :황당? 개그 수학,권찬호 지음 ;차현진 그림,글송이,2016,9791170183280,74410,,410,자연과학 > 수학 > 수학,http://image.aladin.co.kr/product/9782/38/cover/k232535646_1.jpg, https://data4library.kr/bookV?seq=3399387
179,177,"마법의 시간여행 2 - 도와줘요, 흑기사!","메리 폽 어즈번 (지은이), 살 머도카 (그림), 노은정 (옮긴이)",비룡소,2019,9788949186221,,2,843.081,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/21437/64/cover/8949186225_1.jpg, https://data4library.kr/bookV?seq=5528471
183,177,(읽다 보면 저절로 알게 되는) 신비한 습관 사전,글·그림: 이수인,책먹는아이,2022,9791158682279,73370,,199,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈",https://image.aladin.co.kr/product/28716/25/cover/k032836662_1.jpg, https://data4library.kr/bookV?seq=6391425
