no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,bookImageURL,bookDtlUrl
1,1,하늘 100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2017,9788966350759,74830,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/12254/13/cover/8966350755_1.jpg, https://data4library.kr/bookV?seq=3658224
2,2,알사탕,백희나,책읽는곰,2017,9791158360375,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/10586/14/cover/k422530533_1.jpg, https://data4library.kr/bookV?seq=3423451
3,3,장수탕 선녀님,지은이: 백희나,책읽는곰,2012,9788993242706,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/069/922/06992205.jpg?type=m1&udate=20180120, https://data4library.kr/bookV?seq=2372746
4,4,지하 100층짜리 집,글·그림: 이와이 도시오 ;옮긴이: 김숙,북뱅크,2011,9788989863915,73830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/063/835/06383547.jpg?type=m1&udate=20150715, https://data4library.kr/bookV?seq=2372182
5,5,지각대장 존,존 버닝햄 글·그림 ;박상희 옮김,비룡소,2006,9788949110073,77840,6,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/13/71/cover/8949110075_2.jpg, https://data4library.kr/bookV?seq=327922
6,6,바다 100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,9788966350278,74830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/4516/64/cover/8966350275_1.jpg, https://data4library.kr/bookV?seq=2613557
7,7,빵 공장이 들썩들썩,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2015,9791185564951,77830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/6060/82/cover/6000855326_1.jpg, https://data4library.kr/bookV?seq=2645822
8,8,감기 걸린 물고기 :박정섭 그림책,글·그림: 박정섭,사계절,2016,9788958284482,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/9123/41/cover/895828448x_1.jpg, https://data4library.kr/bookV?seq=3326033
9,9,(앤서니 브라운의) 마술 연필,글·그림: 앤서니 브라운 ;옮김: 서애경,웅진씽크빅,2010,9788901113241,74800,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/064/158/06415881.jpg?type=m1&udate=20180517, https://data4library.kr/bookV?seq=2374011
10,10,산딸기 크림봉봉,에밀리 젠킨스 글 ;길상효 옮김,씨드북,2016,9791185751917,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/8750/12/cover/k242535587_1.jpg, https://data4library.kr/bookV?seq=3247744
11,11,눈물바다,서현 글·그림,사계절출판사,2009,9788958284055,77810,,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/061/122/06112267.jpg?type=m1&udate=20131224, https://data4library.kr/bookV?seq=1013723
12,12,괜찮아 아저씨,김경희 글·그림,비룡소,2017,9788949105048,74800,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/10094/35/cover/8949105047_1.jpg, https://data4library.kr/bookV?seq=3408925
13,13,고구마구마,지은이: 사이다,반달,2017,9788956187372,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/10332/65/cover/8956187371_2.jpg, https://data4library.kr/bookV?seq=3416063
14,14,슈퍼 거북,유설화 글·그림,책읽는곰,2014,9788993242980,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3568/34/cover/8993242984_1.jpg, https://data4library.kr/bookV?seq=2604318
15,15,종이 봉지 공주,로버트 먼치,비룡소,1998,9788949110479,77840,49,808.9,"문학 > 문학 > 전집, 총서",https://bookthumb-phinf.pstatic.net/cover/001/826/00182678.jpg?type=m1&udate=20170918, https://data4library.kr/bookV?seq=2374057
16,16,오싹오싹 당근,애런 레이놀즈 글 ;홍연미 옮김,알에이치코리아,2013,9788925550633,73840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/072/911/07291154.jpg?type=m1&udate=20180330, https://data4library.kr/bookV?seq=1976281
17,16,(세상에서 가장 긴 이름) 김수한무 거북이와 두루미 삼천갑자 동방삭,소중애 글 ;이승현 그림,비룡소,2013,9788949101354,74800,,813.5,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/2245/24/cover/8949101351_1.jpg, https://data4library.kr/bookV?seq=2425464
18,18,돼지책,글·그림: 앤서니 브라운;옮긴이: 허은미,웅진씽크빅,2006,9788901033518,74800,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/701/00170132.jpg?type=m1&udate=20150821, https://data4library.kr/bookV?seq=2373919
19,19,꽁꽁꽁,윤정주 글·그림,책읽는곰,2016,9791158360276,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/107/639/10763998.jpg?type=m1&udate=20180120, https://data4library.kr/bookV?seq=3183913
20,20,아저씨 우산,사노 요코 글·그림 ;김난주 옮김,비룡소,2002,9788949110271,77830,30,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/9/48/cover/894911027x_2.jpg, https://data4library.kr/bookV?seq=333144
21,20,깜박깜박 도깨비,글·그림: 권문희,사계절출판사,2014,9788958287551,77810,,813.5,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/4089/35/cover/8958287551_1.jpg, https://data4library.kr/bookV?seq=2038755
22,22,똥벼락,김회경 글;조혜란 그림,사계절출판사,2001,9788971967751,77850,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/26/59/cover/8971967757_2.jpg, https://data4library.kr/bookV?seq=1811981
23,23,감자 이웃,김윤이 글·그림,고래이야기,2014,9788991941427,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3946/0/cover/8991941427_1.jpg, https://data4library.kr/bookV?seq=2035565
24,23,이상한 엄마,백희나,책읽는곰,2016,9791158360214,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/7918/85/cover/k352434031_1.jpg, https://data4library.kr/bookV?seq=3128902
25,25,100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2009,9788989863786,73830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/411/63/cover/8989863783_1.jpg, https://data4library.kr/bookV?seq=2308045
26,25,"소피가 화나면, 정말 정말 화나면",몰리 뱅 글·그림 ;박수현 옮김,책읽는곰,2013,9788993242935,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/3353/8/cover/8993242933_1.jpg, https://data4library.kr/bookV?seq=2605200
27,27,괴물들이 사는 나라 - 1964년 칼데콧 상 수상작,"모리스 샌닥 (지은이), 강무홍 (옮긴이)",시공주니어,2002,9788952782748,,,,,http://image.aladin.co.kr/product/10711/20/cover/8952782747_1.jpg, https://data4library.kr/bookV?seq=3436387
28,28,눈 오는 날의 기적,샘 어셔 글·그림 ;이상희 옮김,알에이치코리아,2016,9788925558226,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/7509/31/cover/892555822x_1.jpg, https://data4library.kr/bookV?seq=3120751
29,28,벗지 말걸 그랬어,글·그림: 요시타케 신스케 ;옮김: 유문조,스콜라,2016,9788962477207,77800,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/8281/86/cover/8962477203_1.jpg, https://data4library.kr/bookV?seq=3149956
30,30,꿀방귀 똥방귀,원유순 글 ;유동관 그림,봄봄출판사,2012,9788991742352,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/1481/52/cover/8991742351_1.jpg, https://data4library.kr/bookV?seq=1846903
31,31,아씨방 일곱 동무,이영경 글.그림,비룡소,1998,9788949100203,77810,,813.8,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/14555/54/cover/k792532640_2.jpg, https://data4library.kr/bookV?seq=337100
32,31,오소리네 집 꽃밭,글: 권정생 ;그림: 정승각,길벗어린이,2012,9788986621334,77810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/10/70/cover/8986621339_2.jpg, https://data4library.kr/bookV?seq=334317
33,33,"나, 비뚤어질 거야!",글: 허은실 ;그림: 조원희,한솔교육,2013,9788953589353,74800,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/073/404/07340463.jpg?type=m1&udate=20150721, https://data4library.kr/bookV?seq=2376417
34,33,가방 안에 든 게 뭐야?,김상근 글·그림,한림출판사,2015,9788970948225,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/6191/18/cover/8970948228_1.jpg, https://data4library.kr/bookV?seq=2647727
35,33,초밥이 빙글빙글,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2016,9791158360245,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/107/864/10786483.jpg?type=m1&udate=20160819, https://data4library.kr/bookV?seq=3200250
36,36,선생님은 몬스터!,글·그림: 피터 브라운 ;옮김: 서애경,사계절,2015,9788958288190,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/5335/81/cover/8958288191_1.jpg, https://data4library.kr/bookV?seq=2623127
37,37,둥지 아파트 이사 대작전,폴라 셰어 글 ;길상효 옮김,씨드북,2017,9791160510652,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/10821/49/cover/k632530558_1.jpg, https://data4library.kr/bookV?seq=3434319
38,38,나는 자라요,김희경 글 ;염혜원 그림,창비,2016,9788936454944,77810,,104,"철학 > 철학 > 강연집, 수필집",http://image.aladin.co.kr/product/7492/5/cover/8936454943_2.jpg, https://data4library.kr/bookV?seq=3152183
39,38,노래하는 볼돼지,김영진 (지은이),길벗어린이,2019,9788955825305,,,,,https://image.aladin.co.kr/product/21023/72/cover/8955825307_1.jpg, https://data4library.kr/bookV?seq=5486635
40,38,악어 엄마,글쓴이: 조은수 ;그린이: 안태형,풀빛,2018,9791161720692,73810,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/15278/41/cover/k992533122_1.jpg, https://data4library.kr/bookV?seq=3789605
41,41,훨훨 간다,권정생 글;김용철 그림,국민서관,2003,9788911021406,77810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/41/9/cover/8911021407_1.gif, https://data4library.kr/bookV?seq=366250
42,42,간식을 먹으러 온 호랑이,주디스 커 지음;최정선 옮김,보림,2000,9788943304102,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/23/1/cover/8943304102_2.jpg, https://data4library.kr/bookV?seq=2412030
43,43,엄마가 정말 좋아요,미야니시 다쓰야 글·그림 ;이기웅 옮김,길벗어린이,2015,9788955823295,77830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/6024/23/cover/8955823290_1.jpg, https://data4library.kr/bookV?seq=2621982
44,44,나무는 변신쟁이,나가사와 마사코 글·그림 ;권남희 옮김,비룡소,2011,9788949152233,74480,,480,자연과학 > 식물학 > 식물학,https://bookthumb-phinf.pstatic.net/cover/066/341/06634126.jpg?type=m1&udate=20170906, https://data4library.kr/bookV?seq=2375109
45,45,우리는 언제나 다시 만나,윤여림 글 ;안녕달 그림,위즈덤하우스 미디어그룹,2017,9788962478518,77800,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/122/542/12254298.jpg?type=m1&udate=20180313, https://data4library.kr/bookV?seq=3494304
46,45,딩동 거미,신성희 글·그림,한림출판사,2017,9788970949970,77810,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/11803/51/cover/8970949976_1.jpg, https://data4library.kr/bookV?seq=3615347
47,45,메리 :안녕달 그림책,글·그림: 안녕달,사계절,2017,9791160943061,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/125/834/12583491.jpg?type=m1&udate=20180518, https://data4library.kr/bookV?seq=3627745
48,48,곰돌이 팬티 =Polar bear's underwear,지은이: 투페라 투페라 ;옮긴이: 김미대,북극곰,2014,9788997728428,77830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/3617/52/cover/8997728423_1.jpg, https://data4library.kr/bookV?seq=2019718
49,49,우리는 친구,글·그림: 앤서니 브라운 ;옮김: 장미란,웅진씽크빅,2008,9788901074405,77840,125,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/045/298/04529875.jpg?type=m1&udate=20180705, https://data4library.kr/bookV?seq=2374049
50,49,"앗, 깜깜해",존 로코 지음 ;김서정 옮김,다림,2012,9788961770576,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/1932/18/cover/8961770578_1.jpg, https://data4library.kr/bookV?seq=1877236
51,49,아빠의 발 위에서 :황제펭귄 가족 이야기,이모토 요코 글·그림 ;강해령 옮김,북극곰,2016,9791186797303,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/107/105/10710545.jpg?type=m1&udate=20160804, https://data4library.kr/bookV?seq=3171634
52,52,얼음 땡!,글·그림: 강풀,웅진씽크빅,2014,9788901165776,74810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/4375/39/cover/8901165775_1.jpg, https://data4library.kr/bookV?seq=2430421
53,52,아주 무서운 날,탕무니우 글·그림 ;홍연숙 옮김,찰리북,2014,9788994368269,77820,,823.7,문학 > 중국문학 > 소설,http://image.aladin.co.kr/product/3787/12/cover/8994368264_2.jpg, https://data4library.kr/bookV?seq=2031891
54,52,말하면 힘이 세지는 말,미야니시 다쓰야 글·그림 ;김지연 옮김,책속물고기,2015,9788994621937,77830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/6193/82/cover/8994621938_1.jpg, https://data4library.kr/bookV?seq=2646702
55,52,(같을까? 다를까?) 개구리와 도롱뇽,글·그림: 안은영,천개의바람,2016,9788997984909,77490,,497,"자연과학 > 동물학 > 어류, 양서류, 파충류",http://image.aladin.co.kr/product/7736/92/cover/899798490x_1.jpg, https://data4library.kr/bookV?seq=3128099
56,56,기분을 말해 봐!,글·그림: 앤서니 브라운 ;옮김: 홍연미,웅진씽크빅,2011,9788901121390,74800,,181,철학 > 심리학 > 각론,https://bookthumb-phinf.pstatic.net/cover/066/902/06690273.jpg?type=m1&udate=20130405, https://data4library.kr/bookV?seq=2372354
57,56,빈 화분,데미 글·그림;서애경 옮김,사계절출판사,2006,9788958281900,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/025/320/02532098.jpg?type=m1&udate=20160212, https://data4library.kr/bookV?seq=2375881
58,58,아이스크림 걸음!,박종진 씀 ;송선옥 그림,소원나무,2018,9791186531778,74810,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/14466/5/cover/k532532345_1.jpg, https://data4library.kr/bookV?seq=3752123
59,59,어깨동무 내 동무,남성훈 글·그림,문학동네,2005,9788954600392,77810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/58/99/cover/8954600395_2.jpg, https://data4library.kr/bookV?seq=911430
60,60,딱 한 입만 먹어 볼까?,마이클 로젠 글 ;김영선 옮김,국민서관,2019,9788911126439,77840,219,843,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/18008/13/cover/8911126438_1.jpg, https://data4library.kr/bookV?seq=5361186
61,60,엄마 까투리,권정생 글 ;김세현 그림,낮은산,2008,9788989646488,77810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/213/52/cover/8989646480_1.jpg, https://data4library.kr/bookV?seq=2199966
62,60,(톡) 씨앗이 터졌다,곤도 구미코 글·그림;햇살과나무꾼 옮김,한울림어린이,2007,9788991871151,77830,,480,자연과학 > 식물학 > 식물학,https://bookthumb-phinf.pstatic.net/cover/029/146/02914655.jpg?type=m1&udate=20150728, https://data4library.kr/bookV?seq=2110867
63,63,안나의 빨간 외투,해리엣 지퍼트 글;엄혜숙 옮김,비룡소,2002,9788949110745,77840,75,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/745/00174512.jpg?type=m1&udate=20170829, https://data4library.kr/bookV?seq=2391367
64,63,아름다운 책,클로드 부종 글·그림;최윤정 옮김,비룡소,2002,9788949110776,77869,77,863,문학 > 프랑스문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/820/00182039.jpg?type=m1&udate=20180501, https://data4library.kr/bookV?seq=2386861
65,65,고양이는 나만 따라 해:권윤덕 그림책,권윤덕 그림과 글,창비,2005,9788936454104,77810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/59/62/cover/8936454102_2.jpg, https://data4library.kr/bookV?seq=908020
66,65,뒷집 준범이,이혜란 지음,보림출판사,2011,9788943308629,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/1121/6/cover/8943308620_1.jpg, https://data4library.kr/bookV?seq=1156282
67,65,빨간 매미,후쿠다 이와오 지음 ;한영 옮김,책읽는곰,2008,9788993242003,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/046/759/04675982.jpg?type=m1&udate=20180120, https://data4library.kr/bookV?seq=2371763
68,68,어처구니 이야기,박연철 글·그림,비룡소,2006,9788949101538,77810,28,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/83/1/cover/894910153x_3.jpg, https://data4library.kr/bookV?seq=980224
69,68,밀리의 판타스틱 모자,지은이: 기타무라 사토시 ;옮긴이: 배주영,불광출판사,2016,9788974793128,77840,,189,철학 > 심리학 > 응용심리학 일반,http://image.aladin.co.kr/product/8209/70/cover/8974793121_1.jpg, https://data4library.kr/bookV?seq=3155631
70,70,숨바꼭질,글·그림: 앤서니 브라운 ;옮김: 공경희,웅진씽크빅,2017,9788901217222,74800,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/124/708/12470879.jpg?type=m1&udate=20180726, https://data4library.kr/bookV?seq=3540180
71,70,개구쟁이 해리 :꽃무늬 옷은 싫어요,G. 자이언 글 ;임정재 옮김,이퍼블릭,2011,9788964805077,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/066/730/06673065.jpg?type=m1&udate=20150717, https://data4library.kr/bookV?seq=2533199
72,72,멋쟁이 낸시의 세상에서 가장 멋진 공연,제인 오코너 글 ;김영선 옮김,국민서관,2015,9788911124664,74840,175,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/096/095/09609503.jpg?type=m1&udate=20151003, https://data4library.kr/bookV?seq=2888909
73,72,나는 지하철입니다,글·그림: 김효은,문학동네,2016,9788954642491,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/111/731/11173180.jpg?type=m1&udate=20170330, https://data4library.kr/bookV?seq=3367126
74,72,숲 속 사진관,이시원 글·그림,고래뱃속,2015,9788992505529,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/7112/34/cover/8992505523_1.jpg, https://data4library.kr/bookV?seq=3098230
75,75,내가 영웅이라고?,존 블레이크 글 ;서애경 옮김,사계절,2014,9788958287162,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/3818/97/cover/8958287160_1.jpg, https://data4library.kr/bookV?seq=2031889
76,75,불곰에게 잡혀간 우리 아빠,글: 허은미 ;그림: 김진화,여유당,2018,9788992351638,73810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/132/420/13242003.jpg?type=m1&udate=20180428, https://data4library.kr/bookV?seq=3693651
77,75,돌부처와 비단 장수,글·그림: 박지윤,고래뱃속,2015,9788992505451,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5690/68/cover/8992505450_1.jpg, https://data4library.kr/bookV?seq=2648935
78,75,고릴라 코딱지,김진완 글 ;정설희 그림,노란돼지,2014,9788994975344,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3890/47/cover/8994975349_1.jpg, https://data4library.kr/bookV?seq=2028582
79,79,까마귀네 빵집,지은이: 가코 사토시 ;옮긴이: 아기장수의 날개,고슴도치,2002,9788989315179,77840,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/679/00167902.jpg?type=m1&udate=20180511, https://data4library.kr/bookV?seq=2368485
80,79,달래네 꽃놀이,김세실 글 ;윤정주 그림,책읽는곰,2015,9791185564968,77810,,383,"사회과학 > 풍속, 민속학 > 사회생활의 풍습",http://image.aladin.co.kr/product/5658/17/cover/6000839114_1.jpg, https://data4library.kr/bookV?seq=2649125
81,81,두더지의 소원 :김상근 그림책,글·그림: 김상근,사계절,2017,9791160940046,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/10108/35/cover/k192536278_1.jpg, https://data4library.kr/bookV?seq=3409034
82,82,마일즈의 씽씽 자동차,존 버닝햄 글·그림 ;이상희 옮김,비룡소,2016,9788949112633,74800,243,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/111/343/11134381.jpg?type=m1&udate=20170228, https://data4library.kr/bookV?seq=3354591
83,82,커다란 방귀,강경수 글·그림,시공사,2014,9788952780058,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3621/80/cover/8952780051_1.jpg, https://data4library.kr/bookV?seq=2604366
84,82,건물들이 휴가를 갔어요,이금희 글·그림,느림보,2011,9788958761259,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/066/769/06676920.jpg?type=m1&udate=20171115, https://data4library.kr/bookV?seq=2375032
85,82,까불지 마!,강무홍 글 ;조원희 그림,논장,2015,9788984142312,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/6170/6/cover/898414231x_1.jpg, https://data4library.kr/bookV?seq=2647168
86,86,새로운 시작,파울라 카르바예이라 글 ;김시형 옮김,노란상상,2013,9788997367139,77870,,873,문학 > 스페인문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/072/369/07236911.jpg?type=m1&udate=20151210, https://data4library.kr/bookV?seq=1956324
87,86,"막동아, 금강산 가자스라 :겸재 정선의 금강산 그림 여행",박수현 글·그림,키다리,2014,9791185299969,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/085/016/08501677.jpg?type=m1&udate=20180104, https://data4library.kr/bookV?seq=2862459
88,86,알레나의 채소밭,소피 비시에르 지음 ;김미정 옮김,단추,2017,9791196175207,77860,,863,문학 > 프랑스문학 > 소설,https://image.aladin.co.kr/product/11832/24/cover/k322531521_1.jpg, https://data4library.kr/bookV?seq=3616911
89,89,사소한 소원만 들어주는 두꺼비 :전금자 그림책,지은이: 전금자,비룡소,2017,9788949101903,74800,60,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/12049/94/cover/8949101904_1.jpg, https://data4library.kr/bookV?seq=3651379
90,89,비가 와도 괜찮아!,류호선 글 ;박정섭 그림,시공사,2009,9788952756060,77810,23,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/060/731/06073142.jpg?type=m1&udate=20100521, https://data4library.kr/bookV?seq=2371552
91,89,토끼의 당근 당근 당근,글·그림: 케이티 허드슨 ;옮김: 최용은,키즈엠,2016,9788967495244,74840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/7948/85/cover/8967495242_1.jpg, https://data4library.kr/bookV?seq=3132442
92,89,파랑이와 노랑이,레오 리오니 글·그림;이경혜 옮김,파랑새어린이,2003,9788970576367,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/41/85/cover/8970576363_1.jpg, https://data4library.kr/bookV?seq=297233
93,93,퐁퐁이와 툴툴이,조성자 글;사석원 그림,시공사,2005,9788952743190,77810,4,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/55/85/cover/8952743199_1.jpg, https://data4library.kr/bookV?seq=862129
94,93,"도도, 싹둑!",고아영 글·그림,사계절출판사,2013,9788958287117,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3402/44/cover/895828711x_2.jpg, https://data4library.kr/bookV?seq=2002547
95,93,아모스 할아버지가 아픈 날,지은이: 필립 C. 스테드 ;옮긴이: 유병수,별천지,2011,9788994041322,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/1122/34/cover/899404132x_3.jpg, https://data4library.kr/bookV?seq=1156469
96,93,문어 목욕탕,최민지 글·그림,노란상상,2018,9791188867127,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/139/111/13911125.jpg?type=m1&udate=20180814, https://data4library.kr/bookV?seq=3870049
97,97,인절미 시집가는 날,김아인 글·그림,국민서관,2013,9788911031023,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3379/12/cover/891103102x_1.jpg, https://data4library.kr/bookV?seq=2000130
98,97,할머니의 여름휴가,안녕달,창비,2016,9788936454951,77810,,813.8,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/107/500/10750051.jpg?type=m1&udate=20170712, https://data4library.kr/bookV?seq=3174306
99,97,세모,존 클라센 그림 ;서남희 옮김,시공사,2018,9788952786647,77840,,843,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/15626/59/cover/8952786645_1.jpg, https://data4library.kr/bookV?seq=3834429
100,97,쿠키 :한 입의 인생 수업,글쓴이: 에이미 크루즈 로젠탈 ;옮긴이: 김지선,책읽는곰,2008,9788996017042,77840,,199,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈",https://bookthumb-phinf.pstatic.net/cover/043/769/04376992.jpg?type=m1&udate=20080122, https://data4library.kr/bookV?seq=2375614
101,97,"안 돼, 내 과자야!",백주희 글·그림,책읽는곰,2014,9791185564180,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/4797/43/cover/1185564187_1.jpg, https://data4library.kr/bookV?seq=2645867
102,102,애너벨과 신기한 털실,맥 바넷 글 ;홍연미 옮김,길벗어린이,2013,9788955822564,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/072/692/07269222.jpg?type=m1&udate=20180330, https://data4library.kr/bookV?seq=1960833
103,102,곱슬곱슬 머리띠,이현영 글·그림,사계절출판사,2006,9788958281559,77810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/63/84/cover/8958281553_1.jpg, https://data4library.kr/bookV?seq=938820
104,102,다 내 거야,줄리 개스먼 지음 ;김현좌 옮김,멘토르출판사,2011,9788963055183,74830,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/1135/61/cover/8963055183_1.jpg, https://data4library.kr/bookV?seq=1160916
105,102,생선이 무서워!,지음: 쓰카모토 야스시 ;옮김: 고향옥,담푸스,2016,9788994449746,73830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/8300/85/cover/8994449744_1.jpg, https://data4library.kr/bookV?seq=3158454
106,106,줄무늬가 생겼어요,데이빗 섀논 글·그림;조세현 옮김,비룡소,2006,9788949111674,77840,21,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/025/373/02537386.jpg?type=m1&udate=20150727, https://data4library.kr/bookV?seq=2375565
107,106,네모,맥 바넷 글 ;서남희 옮김,시공사,2018,9788952786654,77840,,843,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/16315/97/cover/8952786653_1.jpg, https://data4library.kr/bookV?seq=3869874
